cid,list_id,company,position,office,office_state,job_type,list_rank,source,file_rank
c1997,ru_SHAK,Shake Shack,Accountant - Financial Reporting,New York,NY,mba_finance,2439.0,ru3000,3
c1998,ru_SHLO,Shiloh Industries,Program Manager II,Plymouth,MI,mba,2442.0,ru3000,3
c1999,ru_SIG,Signet Jewelers,IT Project Manager II,Akron,OH,mba,2457.0,ru3000,3
c2000,ru_SIGI,Selective Insurance,Full Stack Web Developer,Glastonbury,CT,computer_science,2422.0,ru3000,3
c2001,ru_SITE,Siteone Landscape Supply,Nursery Business Manager,Tulsa,OK,mba,2469.0,ru3000,3
c2002,ru_SJI,South Jersey Industries,Sr Rates Analyst,Atlantic City,NJ,mba_finance,2494.0,ru3000,3
c2003,ru_SM,Sm Energy,Land Administration COE Analyst,Denver,CO,mba_analyst,2479.0,ru3000,3
c2004,ru_SNBR,Sleep Number,Finance Manager - Logistics,Minneapolis,MN,mba_finance,2477.0,ru3000,3
c2005,ru_SNDR,Schneider National,Data Scientist Lead,Green Bay,WI,data_science,2393.0,ru3000,3
c2006,ru_SP,Sp Plus,Contract Analyst,Chicago,IL,mba_finance,2505.0,ru3000,3
c2007,ru_SPAR,Spartan Motors,Financial Analyst,Charlotte,MI,mba_finance,2508.0,ru3000,3
c2008,ru_SPG,Simon Property,Venture Capital Analyst - Data Scientist,New York,NY,data_science,2463.0,ru3000,3
c2009,ru_SPKE,Spark Energy,Financial Analyst,Houston,TX,mba_finance,2506.0,ru3000,3
c2010,ru_SRCE,1St Source,Marketing - Assistant Product Manager,South Bend,IN,mba,2.0,ru3000,3
c2011,ru_SRI,Stoneridge,Senior Erp Business Analyst,Novi,MI,mba_finance,2557.0,ru3000,3
c2012,ru_SRNE,Sorrento Therapeutics,Research Associate,San Diego,CA,data_science,2492.0,ru3000,3
c2013,ru_SRPT,Sarepta Therapeutics,Sr Scientist - Gene Therapy,Andover,MA,data_science,2384.0,ru3000,3
c2014,ru_STAA,Staar Surgical,Project Manager - Operations,Monrovia,CA,mba,2534.0,ru3000,3
c2015,ru_STAR,Istar,Analyst,Alpharetta,GA,mba_finance,1495.0,ru3000,3
c2016,ru_STAY,Extended Stay America,IT Financial Analyst-400558,Charlotte,NC,mba_finance,1005.0,ru3000,3
c2017,ru_STL,Sterling Bank,Credit Analyst,San Francisco,CA,mba_finance,2551.0,ru3000,3
c2018,ru_STMP,Stamps.com,Software Engineer,El Segundo,CA,computer_science,2536.0,ru3000,3
c2019,ru_SUI,Sun Communities,IT Systems Analyst,Southfield,MI,mba_finance,2567.0,ru3000,3
c2020,ru_SXT,Sensient Technologies,Regulatory Specialist - ,Hoffman Estates,IL,stats,2431.0,ru3000,3
c2021,ru_SYBT,Stock Yards Bank,Ach Wire Analyst,Louisville,KY,mba_finance,2556.0,ru3000,3
c2022,ru_TBBK,Bancorp,Credit Analyst,Evansville,IN,mba_finance,329.0,ru3000,3
c2023,ru_TBPH,Theravance Biopharma,Senior Director - Biostatistics,South San Francisco,CA,stats,2664.0,ru3000,3
c2024,ru_TDW,Tidewater,Collections Analyst - TPMG Central Billing Office,Newport News,VA,mba_finance,2669.0,ru3000,3
c2025,ru_TER,Teradyne,Software Engineer,North Reading,MA,computer_science,2640.0,ru3000,3
c2026,ru_THRM,Gentherm,Software Engineer,Northville,MI,computer_science,1184.0,ru3000,3
c2027,ru_TIVO,Tivo,Staff Data Scientist,Boston,MA,data_science,2681.0,ru3000,3
c2028,ru_TLYS,Tillys,Loyalty Program Manager,Irvine,CA,mba,2673.0,ru3000,3
c2029,ru_TMST,Timkensteel,Senior Financial Analyst Job,Canton,OH,mba_finance,2676.0,ru3000,3
c2030,ru_TNC,Tennant,Embedded Software Engineering Manager,Minneapolis,MN,computer_science,2637.0,ru3000,3
c2031,ru_TNDM,Tandem Diabetes Care,Sr Software Engineer,San Diego,CA,computer_science,2611.0,ru3000,3
c2032,ru_TNET,Trinet,Senior Software Engineer,Dublin,CA,computer_science,2714.0,ru3000,3
c2033,ru_TPB,Turning Point Brands,Inventory Finance Manager,Louisville,KY,mba_finance,2735.0,ru3000,3
c2034,ru_TPIC,Tpi Composites,Senior Project Manager - Industrialization,Scottsdale,AZ,mba,2695.0,ru3000,3
c2035,ru_TREX,Trex,Software Engineer,San Diego,CA,computer_science,2708.0,ru3000,3
c2036,ru_TRMK,Trustmark,Project Manager,Lake Forest,IL,mba,2730.0,ru3000,3
c2037,ru_TRTN,Triton,Senior Project Manager,New York,NY,mba,2721.0,ru3000,3
c2038,ru_TRUP,Trupanion,Senior Software Engineer,Seattle,WA,computer_science,2728.0,ru3000,3
c2039,ru_TRXC,Transenterix,Senior Software Engineer,Morrisville,NC,computer_science,2699.0,ru3000,3
c2040,ru_TTI,Tetra Technologies,HR Quantitative Analyst,The Woodlands,TX,quant,2648.0,ru3000,3
c2041,ru_TTOO,T2 Biosystems,Principal Scientist - Microbiology,Lexington,MA,data_science,2603.0,ru3000,3
c2042,ru_TVTY,Tivity Health,Senior Software Developer,Chandler,AZ,computer_science,2680.0,ru3000,3
c2043,ru_TWNK,Hostess Brands,Senior IT Business Analyst - Bakery Automation,Kansas City,MO,mba_finance,1365.0,ru3000,3
c2044,ru_UDR,UDR,MDM Software Developer,Highlands Ranch,CO,computer_science,2750.0,ru3000,3
c2045,ru_UHS,Universal Health,Application Analyst II - Revenue Cycle,King of Prussia,PA,mba_finance,2798.0,ru3000,3
c2046,ru_UNIT,Uniti,Project Manager,Little Rock,AR,mba,2787.0,ru3000,3
c2047,ru_UNT,Unit,Defense Solutions Product Manager,Dallas,TX,mba,2769.0,ru3000,3
c2048,ru_USAK,Usa Truck,Senior Programmer Analyst,Van Buren,AR,mba_analyst,2813.0,ru3000,3
c2049,ru_UUUU,Energy Fuels,Construction Project Manager,Newport Beach,CA,mba,930.0,ru3000,3
c2050,ru_UVE,Universal Insurance,Software Developer - Guidewire,Sarasota,FL,computer_science,2799.0,ru3000,3
c2051,ru_VBTX,Veritex,Credit Compliance Analyst,Houston,TX,mba_finance,2844.0,ru3000,3
c2052,ru_VCEL,Vericel,Commercial Strategy Analyst,Cambridge,MA,mba_analyst,2839.0,ru3000,3
c2053,ru_VCRA,Vocera Communications,Software Engineer 3,Fort Wayne,IN,computer_science,2874.0,ru3000,3
c2054,ru_VIVO,Meridian Bioscience,Director of Corporate Finance - Strategy,Cincinnati,OH,mba_finance,1771.0,ru3000,3
c2055,ru_VLY,Valley National Bank,Associate Data Scientist,Wayne,NJ,data_science,2821.0,ru3000,3
c2056,ru_VNDA,Vanda Pharmaceuticals,Data Scientist,Washington,DC,data_science,2825.0,ru3000,3
c2057,ru_VPG,Vishay Precision,Cost Analyst,Kent,WA,mba_finance,2867.0,ru3000,3
c2058,ru_VRA,Vera Bradley,Data Scientist,Roanoke,IN,data_science,2835.0,ru3000,3
c2059,ru_VSEC,VSE,Project Manager,Alexandria,VA,mba,2879.0,ru3000,3
c2060,ru_VVI,Viad,Senior Tax Analyst,Phoenix,AZ,mba_finance,2853.0,ru3000,3
c2061,ru_VVV,Valvoline,Facilities Project Manager,Phoenix,AZ,mba,2824.0,ru3000,3
c2062,ru_WABC,Westamerica Bank,Senior Financial Analyst,Fairfield,CA,mba_finance,2922.0,ru3000,3
c2063,ru_WAGE,Wageworks,Sr Software Engineer,Irving,TX,computer_science,2888.0,ru3000,3
c2064,ru_WD,Walker & Dunlop,Analyst,Orlando,FL,mba_finance,2890.0,ru3000,3
c2065,ru_WDFC,Wd-40,Innovation Project Manager,San Diego,CA,mba,2904.0,ru3000,3
c2066,ru_WDR,Waddell & Reed Financial,Quality Assurance Analyst,Overland Park,KS,mba_finance,2887.0,ru3000,3
c2067,ru_WEC,Wec Energy,Accounting Analyst,Milwaukee,WI,mba_finance,2908.0,ru3000,3
c2068,ru_WFT,Weatherford,Senior Technical Analyst,Weatherford,TX,mba_analyst,2905.0,ru3000,3
c2069,ru_WGO,Winnebago Industries,Cost Analyst,Forest City,IA,mba_finance,2952.0,ru3000,3
c2070,ru_WHD,Cactus,Product Sales Program Manager,Phoenix,AZ,mba,470.0,ru3000,3
c2071,ru_WING,Wingstop,Operations Intelligence Analyst,Dallas,TX,mba_finance,2950.0,ru3000,3
c2072,ru_WLDN,Willdan,Survey Analyst,Elk Grove,CA,stats,2942.0,ru3000,3
c2073,ru_WLL,Whiting Petroleum,Senior Treasury Analyst,Denver,CO,mba_finance,2938.0,ru3000,3
c2074,ru_WPX,Wpx Energy,Operations Rep II,Tulsa,OK,mba_analyst,2965.0,ru3000,3
c2075,ru_WRLD,World Acceptance,Software Developer,Farmington Hills,MI,computer_science,2960.0,ru3000,3
c2076,ru_WSBC,Wesbanco,FIU Analyst - Fraud and BSA,Wheeling,WV,mba_finance,2917.0,ru3000,3
c2077,ru_WSC,Willscot,Legal Contracts Analyst,Baltimore,MD,mba_analyst,2948.0,ru3000,3
c2078,ru_WST,West Pharmaceutical,Software Engineer,Exton,PA,computer_science,2921.0,ru3000,3
c2079,ru_WTR,Aqua America,Project Manager II,Bryn Mawr,PA,mba,225.0,ru3000,3
c2080,ru_WYND,Wyndham Destinations,Product Manager - eCommerce,Orlando,FL,mba,2968.0,ru3000,3
c2081,ru_XENT,Intersect Ent,Sr Scientist - Analytical and CMC,Menlo Park,CA,data_science,1463.0,ru3000,3
c2082,ru_XHR,Xenia Hotels & Resorts,Financial Analyst,Orlando,FL,mba_finance,2974.0,ru3000,3
c2083,ru_XON,Intrexon,Scientist - Fermentation,South San Francisco,CA,data_science,1469.0,ru3000,3
c2084,ru_XOXO,XO Group Inc,Applications & Systems Analyst,McClellan,CA,mba_analyst,2978.0,ru3000,3
c2085,ru_ZAGG,Zagg,Lead Software Engineer,Midvale,UT,computer_science,2990.0,ru3000,3
c2086,ru_ZGNX,Zogenix,Director - Project Management,Emeryville,CA,mba,3003.0,ru3000,3
c2087,ru_ZOM,Zomedica Pharmaceuticals,Scientific Affairs Manager,Ann Arbor,MI,stats,3004.0,ru3000,3
c2088,vault_113,L.E.K. Consulting,Financial Systems Analyst,Boston,MA,mba_finance,14.0,vault-consulting-50,3
c2089,vault_118,Analysis Group,Data Scientist,Boston,MA,data_science,19.0,vault-consulting-50,3
c2090,vault_12,Sidley Austin,Regulatory Project Manager,Chicago,IL,mba,13.0,vault-law-100,3
c2091,vault_123,ClearView Healthcare Partners,Life Sciences Strategy Analyst,Newton,MA,mba_analyst,24.0,vault-consulting-50,3
c2092,vault_129,Simon-Kucher & Partners,Financial Services Software Engineer,New York,NY,computer_science,30.0,vault-consulting-50,3
c2093,vault_13,Cleary Gottlieb Steen & Hamilton,Client Reporting Analyst,New York,NY,mba_finance,14.0,vault-law-100,3
c2094,vault_131,Protiviti,Technology Consulting Machine Learning Senior Consultant,New York,NY,data_science,32.0,vault-consulting-50,3
c2095,vault_138,The Chartis Group,Client Services Analyst,Newton,MA,mba_finance,39.0,vault-consulting-50,3
c2096,vault_141,Censeo Consulting Group,Data Analyst,Crystal City,VA,quant,42.0,vault-consulting-50,3
c2097,vault_149,Vivaldi,Brand Analyst,New York,NY,mba_finance,50.0,vault-consulting-50,3
c2098,vault_161,Lazard,Global Marketing Business Manager,New York,NY,mba,10.0,vault-banking-50,3
c2099,vault_163,William Blair,Data Engineer - Investment Management,Chicago,IL,quant,12.0,vault-banking-50,3
c2100,vault_172,PJT Partners,SEC Reporting Manager - Finance,New York,NY,mba_finance,21.0,vault-banking-50,3
c2101,vault_175,Rothschild,Analyst - Technology,Palo Alto,CA,mba_finance,24.0,vault-banking-50,3
c2102,vault_177,Qatalyst Partners,2020 Investment Banking Analyst,San Francisco,CA,mba_finance,26.0,vault-banking-50,3
c2103,vault_18,White & Case,Business Analyst,New York,NY,mba_finance,19.0,vault-law-100,3
c2104,vault_188,Nomura,Corporate Real Estate Services - Project Manager,New York,NY,mba,37.0,vault-banking-50,3
c2105,vault_207,Plante Moran,P&M Corporate Finance Analyst,Southfield,MI,mba_finance,6.0,vault-accounting-50,3
c2106,vault_212,Dixon Hughes Goodman,Lead Consultant - Quantitative Analyst,New York,NY,mba_finance,11.0,vault-accounting-50,3
c2107,vault_216,Brown Smith Wallace,Staff or Senior - Data Analyst,St. Louis,MO,mba_analyst,15.0,vault-accounting-50,3
c2108,vault_218,Elliott Davis,Nonprofit Tax Analyst,Charlotte,NC,mba_finance,17.0,vault-accounting-50,3
c2109,vault_219,Armanino,Software Engineer,Naperville,IL,computer_science,18.0,vault-accounting-50,3
c2110,vault_221,BPM,Senior Software Engineer Web API Developer,New York,NY,computer_science,20.0,vault-accounting-50,3
c2111,vault_225,Rehmann,Project Management Specialist - Answer Health,Grand Rapids,MI,mba,24.0,vault-accounting-50,3
c2112,vault_230,CliftonLarsonAllen,SOC IT Analyst,Minneapolis,MN,mba_finance,29.0,vault-accounting-50,3
c2113,vault_231,CohnReznick,Finance Manager - Regional Advisory,Roseland,CA,mba_finance,30.0,vault-accounting-50,3
c2114,vault_235,EisnerAmper,Manager - Outsourced Accounting & Finance,Iselin,NJ,mba_finance,34.0,vault-accounting-50,3
c2115,vault_236,Wipfli,Senior ALM Analyst,Westchester,IL,mba_finance,35.0,vault-accounting-50,3
c2116,vault_237,Cohen & Company,Senior Financial Analyst Akron,Cleveland,OH,mba_finance,36.0,vault-accounting-50,3
c2117,vault_241,The Siegfried Group,Financial Systems Analyst,Wilmington,DE,mba_finance,40.0,vault-accounting-50,3
c2118,vault_245,Novogradac & Company,Junior Analyst,Columbus,OH,mba_analyst,44.0,vault-accounting-50,3
c2119,vault_249,Weaver,Research Associate,New Richmond,IN,data_science,48.0,vault-accounting-50,3
c2120,vault_250,Blue & Co,Healthcare Data Analyst,Louisville,KY,quant,49.0,vault-accounting-50,3
c2121,vault_3,Sullivan & Cromwell,Analyst Business Development,New York,NY,mba_finance,4.0,vault-law-100,3
c2122,vault_36,Munger Tolles & Olson,Operations Manager,Los Angeles,CA,mba_analyst,37.0,vault-law-100,3
c2123,vault_38,Wilson Sonsini Goodrich & Rosati,Project Manager - Antitrust,Washington,DC,mba,39.0,vault-law-100,3
c2124,vault_39,Milbank Tweed Hadley & McCloy,EBilling Analyst,New York,NY,mba_finance,40.0,vault-law-100,3
c2125,vault_44,Goodwin Procter,Pricing Operations Analyst/Financial Analyst,Boston,MA,mba_finance,45.0,vault-law-100,3
c2126,vault_46,Winston & Strawn,Conflicts Analyst,Chicago,IL,mba_analyst,47.0,vault-law-100,3
c2127,vault_54,Jenner & Block,Financial and Reporting Analyst,Chicago,IL,mba_finance,55.0,vault-law-100,3
c2128,vault_58,Holland & Knight,IT Infrastructure Project Manager,Brandon,FL,mba,59.0,vault-law-100,3
c2129,vault_59,Dentons,Senior Pricing Analyst,Chicago,IL,mba_finance,60.0,vault-law-100,3
c2130,vault_63,Baker & Hostetler,Knowledge Management Analyst,Atlanta,GA,mba_finance,64.0,vault-law-100,3
c2131,vault_67,Nixon Peabody,Client Finance Analyst,Los Angeles,CA,mba_finance,68.0,vault-law-100,3
c2132,vault_78,Fenwick & West,Business Development Analyst,Mountain View,CA,mba_analyst,79.0,vault-law-100,3
c2133,vault_80,Hunton Andrews Kurth,Project Finance Associate,New York,NY,mba_finance,81.0,vault-law-100,3
c2134,vault_93,Davis Wright Tremaine,Business Intelligence Analyst,Seattle,WA,mba_finance,94.0,vault-law-100,3
c2135,cnbc_17,Indigo Agriculture,Pricing Data Scientist,Boston,MA,data_science,18.0,cnbc_disruptor50,4
c2136,f1000_102,World Fuel Services,Java Developer,Miami,FL,computer_science,103.0,fortune1000,4
c2137,f1000_141,Penske Automotive Group,Senior IT Project Manager,Reading,PA,mba,142.0,fortune1000,4
c2138,f1000_184,Synchrony Financial,Machine Learning - Feature Engineer,Chicago,IL,data_science,185.0,fortune1000,4
c2139,f1000_194,WellCare Health Plans,Data Scientist,Tampa,FL,data_science,195.0,fortune1000,4
c2140,f1000_204,Cognizant Technology Solutions,Data Scientist,Santa Clara,CA,data_science,205.0,fortune1000,4
c2141,f1000_211,C.H. Robinson Worldwide,Senior Data Engineer,Eden Prairie,MN,data_science,212.0,fortune1000,4
c2142,f1000_213,Cbre,Data Engineer - Analytics,Seattle,WA,data_science,214.0,fortune1000,4
c2143,f1000_221,Farmers Insurance Exchange,Business Management,Elmhurst,IL,mba,222.0,fortune1000,4
c2144,f1000_225,Micron Technology,Data Scientist,Manassas,VA,data_science,226.0,fortune1000,4
c2145,f1000_257,Unum Group,Senior Software Engineer,Portland,ME,computer_science,258.0,fortune1000,4
c2146,f1000_258,Jacobs Engineering,Scientist III,Las Cruces,NM,data_science,259.0,fortune1000,4
c2147,f1000_279,Sempra Energy,Category Management Analyst,San Diego,CA,mba_finance,280.0,fortune1000,4
c2148,f1000_293,Air Products,Data Scientist,Allentown,PA,data_science,294.0,fortune1000,4
c2149,f1000_294,Hormel Foods,Associate Packaging Scientist/Packaging Scientist,Austin,MN,data_science,295.0,fortune1000,4
c2150,f1000_295,Hertz Global,Sr Project Manager - Data,Estero,FL,mba,296.0,fortune1000,4
c2151,f1000_302,SunTrust Banks,Sr Data Science Analyst,Atlanta,GA,data_science,303.0,fortune1000,4
c2152,f1000_311,Oneok,Senior Development Analyst,Tulsa,OK,mba_finance,312.0,fortune1000,4
c2153,f1000_328,Genworth Financial,Data Scientist,Richmond,VA,data_science,329.0,fortune1000,4
c2154,f1000_329,Live Nation Entertainment,Project Manager,Beverly Hills,CA,mba,330.0,fortune1000,4
c2155,f1000_341,Mutual of Omaha Insurance,I/S Principal Program Manager,Omaha,NE,mba,342.0,fortune1000,4
c2156,f1000_357,Eversource Energy,Project Manager - Transmission,Hartford,CT,mba,358.0,fortune1000,4
c2157,f1000_359,EMCOR Group,Project Manager,Washington,DC,mba,360.0,fortune1000,4
c2158,f1000_381,Erie Insurance Group,Senior Project Manager,Erie,PA,mba,382.0,fortune1000,4
c2159,f1000_384,Darden Restaurants,Income Tax Analyst,Orlando,FL,mba_finance,385.0,fortune1000,4
c2160,f1000_393,Ryder System,Data Engineer II,Franklin,TN,data_science,394.0,fortune1000,4
c2161,f1000_405,Activision Blizzard,Senior Software Engineer,Albany,NY,computer_science,406.0,fortune1000,4
c2162,f1000_442,Adobe Systems,Data Scientist,San Jose,CA,data_science,443.0,fortune1000,4
c2163,f1000_463,First American Financial,Director - Data Science Engineering,Santa Ana,CA,data_science,464.0,fortune1000,4
c2164,f1000_514,Neiman Marcus Group,Lead Data Engineer,Dallas,TX,data_science,515.0,fortune1000,4
c2165,f1000_515,Ashland Global,Staff Scientist,Wilmington,DE,data_science,516.0,fortune1000,4
c2166,f1000_521,Molson Coors Brewing,Data Science Manager,Chicago,IL,data_science,522.0,fortune1000,4
c2167,f1000_530,Sonoco Products,FP&A Business Consultant,Hartsville,SC,mba_finance,531.0,fortune1000,4
c2168,f1000_531,Securian Financial Group,New Business Suitability Analyst,Saint Paul,MN,mba_finance,532.0,fortune1000,4
c2169,f1000_551,Hyatt Hotels,Finance Manager,El Segundo,CA,mba_finance,552.0,fortune1000,4
c2170,f1000_558,Smart & Final Stores,Technical Analyst - Networking,Commerce,CA,mba_finance,559.0,fortune1000,4
c2171,f1000_578,Total System Services,Back Office Analyst,Houston,TX,mba_finance,579.0,fortune1000,4
c2172,f1000_588,Flowserve,Project Manager,Sulphur Springs,TX,mba,589.0,fortune1000,4
c2173,f1000_637,Skechers U.S.A.,Senior Data Engineer,Manhattan Beach,CA,data_science,638.0,fortune1000,4
c2174,f1000_643,Taylor Morrison Home,Land Project Manager,Fort Myers,FL,mba,644.0,fortune1000,4
c2175,f1000_66,American Airlines,Project Manager/Senior Project Manager - IT,Fort Worth,TX,mba,67.0,fortune1000,4
c2176,f1000_677,American Water Works,Engineering Project Manager,Charleston,WV,mba,678.0,fortune1000,4
c2177,f1000_679,Skyworks Solutions,Product Marketing Manager,Irvine,CA,mba,680.0,fortune1000,4
c2178,f1000_708,Tempur Sealy,Senior Financial Analyst,Albuquerque,NM,mba_finance,709.0,fortune1000,4
c2179,f1000_719,Sentry Insurance Group,Data Engineer,Stevens Point,WI,data_science,720.0,fortune1000,4
c2180,f1000_748,Broadridge Financial Solutions,Sr Software Engineer - UI Development,New York,NY,computer_science,749.0,fortune1000,4
c2181,f1000_784,Stifel Financial,Donor Advised Program Manager,St. Louis,MO,mba,785.0,fortune1000,4
c2182,f1000_841,First Republic Bank,SOX Business Process Analyst,San Francisco,CA,mba_finance,842.0,fortune1000,4
c2183,f1000_842,Komatsu Mining,Product Manager - EDT,Peoria,IL,mba,843.0,fortune1000,4
c2184,f1000_850,Akamai Technologies,Software Engineer II,Cambridge,MA,computer_science,851.0,fortune1000,4
c2185,f1000_875,OGE Energy,GIS Analyst Staff,Oklahoma City,OK,mba_finance,876.0,fortune1000,4
c2186,f1000_890,Maxim Integrated Products,Executive Business Manager,San Jose,CA,mba,891.0,fortune1000,4
c2187,f1000_900,Digital Realty Trust,Product Marketing Manager,Washington,DC,mba,901.0,fortune1000,4
c2188,f1000_908,Verisk Analytics,Lead Data Scientist,Jersey City,NJ,data_science,909.0,fortune1000,4
c2189,f1000_916,Bio-Rad Laboratories,R&D Scientist - Senior,Hercules,CA,data_science,917.0,fortune1000,4
c2190,f1000_925,Ferrellgas Partners,Distribution Analyst I,Overland Park,KS,mba_finance,926.0,fortune1000,4
c2191,f1000_928,99 Cents Only Stores,Sr Financial Planning Analyst,Commerce,CA,mba_finance,929.0,fortune1000,4
c2192,f1000_940,VeriFone Systems,Software Engineer- Android Apps,Chicago,IL,computer_science,941.0,fortune1000,4
c2193,f1000_952,Nuance Communications,Senior Data Scientist,Burlington,MA,data_science,953.0,fortune1000,4
c2194,f1000_987,FleetCor Technologies,Application Developer II,Brentwood,NY,computer_science,988.0,fortune1000,4
c2195,forbes_13,UiPath,Data Scientist/ML Engineer,Bellevue,WA,data_science,14.0,forbes_cloud100,4
c2196,forbes_75,C3 IoT,Data Scientist,Redwood City,CA,data_science,76.0,forbes_cloud100,4
c2197,glassdoor_110,Hilti,Product Manager,Plano,TX,mba,61.0,glassdoor_large,4
c2199,glassdoor_141,Expedia Group,Data Scientist II,Bellevue,WA,data_science,92.0,glassdoor_large,4
c2200,hedge_1,AQR Capital Management,Counterparty Risk Management - Quantitative Associate,Greenwich,CT,quant,2.0,hedge_fund_100,4
c2201,hedge_19,Credit Suisse Asset Management,Research Analyst - QIS Asset Management,New York,NY,quant,20.0,hedge_fund_100,4
c2202,hedge_3,Renaissance Technologies,Software Engineer,Wisconsin Rapids,WI,computer_science,4.0,hedge_fund_100,4
c2203,hedge_43,Goldman Sachs,Marquee Analytics - Quant Developer,New York,NY,quant,44.0,hedge_fund_100,4
c2204,hedge_47,Balyasny Asset Management,Python Developer - Market Data,Chicago,IL,computer_science,48.0,hedge_fund_100,4
c2205,hedge_62,CarVal Investors,Senior Data Engineer,Hopkins,MN,data_science,63.0,hedge_fund_100,4
c2206,hedge_7,Man Group,Quantitative Trading Researcher,Boston,MA,quant,8.0,hedge_fund_100,4
c2207,hedge_79,Greenlight Capital,Senior Business Insights Analyst/Manager,Atlanta,GA,mba_finance,80.0,hedge_fund_100,4
c2208,nasdaq_BB,BlackBerry,Product Marketing Manager,San Ramon,CA,mba,169.0,nasdaq_tech,4
c2209,nasdaq_CARB,Carbonite,Database Marketing Analyst,Boston,MA,mba_analyst,328.0,nasdaq_tech,4
c2210,nasdaq_CDAY,Ceridian HCM,Sr Implementation Project Manager - Bilingual,Gardena,CA,mba,147.0,nasdaq_tech,4
c2211,nasdaq_COMM,CommScope Company,Project Manager,Shakopee,MN,mba,188.0,nasdaq_tech,4
c2212,nasdaq_COUP,Coupa Software,Senior Product Manager - Data Analysis and Machine Learning,San Mateo,CA,data_science,180.0,nasdaq_tech,4
c2213,nasdaq_CSGS,CSG Systems,Technical Project Manager,Greenwood Village,CO,mba,313.0,nasdaq_tech,4
c2214,nasdaq_DATA,Tableau Software,Data Scientist,Seattle,WA,data_science,84.0,nasdaq_tech,4
c2215,nasdaq_DXC,DXC Technology Company,Lead Data Scientist,New Orleans,LA,data_science,57.0,nasdaq_tech,4
