company,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5,job_type_6,job_type_7
DEShaw & Co ,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Millennium Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Man Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Och-Ziff Capital Management Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Winton Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Elliott Management ,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Baupost Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Adage Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Viking Global Investors,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
BlackRock,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Davidson Kempner Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Citadel,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Marshall Wace,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Lone Pine Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Credit Suisse Asset Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Farallon Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
GAM Holding,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
King Street Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Platinum Asset Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Hillhouse Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
ValueAct Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Pacific Investment Management Co ,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Anchorage Capital Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
York Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Appaloosa Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Canyon Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Third Point,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Egerton Capital (UK),data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Brevan Howard Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Centerbridge Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
BlueMountain Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Cevian Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Brummer & Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Wellington Alternative Investments,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Moore Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Fortress Investment Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Trian Fund Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Value Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Goldman Sachs Asset Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Graham Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Capula Investment Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
TCI Fund Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Balyasny Asset Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Henderson AlphaGen,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Highfields Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
CQS,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
GoldenTree Asset Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
GSO Capital Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Pershing Square Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Beach Point Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Angelo,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Lansdowne Partners (UK),data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Bracebridge Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Discovery Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
PointState Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Magnetar Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Nephila Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
CarVal Investors,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
HBK Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Tudor Investment,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Fir Tree Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Carlson Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Glenview Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Paulson & Co ,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Tiger Global Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Marathon Asset Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Soroban Capital Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Element Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Maverick Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Coatue Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Grantham,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Cerberus Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Senator Investment Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Systematica Investments,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Greenlight Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Caxton Associates,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Lazard Asset Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Candriam Investors Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Pictet Asset Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Silver Point Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Odey Asset Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Capital Fund Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Eton Park Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Blue Ridge Capital Holdings,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
GSA Capital Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Eminence Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Pine River Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
MKP Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Taconic Capital Advisors,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Arrowgrass Capital Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
JANA Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Scopia Capital,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Redwood Capital Management,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Dymon Asia,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Indus Capital Partners,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Paloma,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
McKinsey & Company,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Bain & Company,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
The Boston Consulting Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Deloitte Consulting LLP,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Oliver Wyman,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Putnam Associates,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
EY-Parthenon,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
PricewaterhouseCoopers,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
The Bridgespan Group,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
Accenture,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
AT Kearney,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
KPMG LLP,data_science,mba,consultant,quant,stats,petroleum_geologist,chemical_engineer
