,list_id,company,rank,source,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5,job_type_6,job_type_7
486,f1000_485,Seaboard,486.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
487,f1000_486,Essendant,487.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
488,f1000_487,Apache,488.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
489,f1000_488,Airgas,489.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
491,f1000_490,Liberty Media,491.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
492,f1000_491,Rockwell Collins,492.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
493,f1000_492,Robert Half,493.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
494,f1000_493,CH2M Hill,494.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
496,f1000_495,Michaels,496.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
498,f1000_497,Yahoo,498.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
499,f1000_498,Vistra Energy,499.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
501,f1000_500,Northern Trust,501.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
503,f1000_502,Blackstone Group,503.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
504,f1000_503,Telephone & Data Systems,504.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
505,f1000_504,Domtar,505.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
506,f1000_505,Williams-Sonoma,506.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
507,f1000_506,Westlake Chemical,507.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
508,f1000_507,Post,508.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
509,f1000_508,Hasbro,509.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
513,f1000_512,Tutor Perini,513.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
516,f1000_515,Ashland Global,516.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
518,f1000_517,CommScope,518.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
519,f1000_518,Spectra Energy,519.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
520,f1000_519,Cintas,520.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
522,f1000_521,Molson Coors Brewing,522.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
523,f1000_522,Regeneron Pharmaceuticals,523.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
525,f1000_524,Hess,525.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
529,f1000_528,RPM,529.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
531,f1000_530,Sonoco Products,531.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
533,f1000_532,Peabody Energy,533.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
535,f1000_534,Commercial Metals,535.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
536,f1000_535,Marathon Oil,536.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
537,f1000_536,Polaris Industries,537.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
538,f1000_537,Envision Healthcare,538.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
539,f1000_538,Trinity Industries,539.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
540,f1000_539,Thor Industries,540.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
541,f1000_540,Caesars Entertainment,541.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
542,f1000_541,Levi Strauss,542.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
543,f1000_542,FMC Technologies,543.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
544,f1000_543,VWR,544.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
545,f1000_544,NiSource,545.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
546,f1000_545,Coach,546.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
548,f1000_547,Wynn Resorts,548.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
549,f1000_548,Orbital ATK,549.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
550,f1000_549,CIT Group,550.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
551,f1000_550,Science Applications,551.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
553,f1000_552,McCormick,553.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
554,f1000_553,Diplomat Pharmacy,554.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
555,f1000_554,Barnes & Noble,555.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
557,f1000_556,FM Global,557.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
558,f1000_557,Coty,558.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
559,f1000_558,Smart & Final Stores,559.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
560,f1000_559,Quad/Graphics,560.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
561,f1000_560,Dynegy,561.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
563,f1000_562,Select Medical,563.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
564,f1000_563,Welltower,564.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
566,f1000_565,USG,566.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
567,f1000_566,KBR,567.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
569,f1000_568,MDU Resources Group,569.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
570,f1000_569,CSRA,570.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
572,f1000_571,Scana,572.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
574,f1000_573,Watsco,574.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
576,f1000_575,Agilent Technologies,576.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
577,f1000_576,WhiteWave Foods,577.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
578,f1000_577,Valspar,578.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
580,f1000_579,Torchmark,580.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
581,f1000_580,Cabela's,581.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
583,f1000_582,CA,583.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
585,f1000_584,Sprouts Farmers Market,585.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
586,f1000_585,Swift Transportation,586.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
587,f1000_586,Bemis,587.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
588,f1000_587,Tiffany,588.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
589,f1000_588,Flowserve,589.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
591,f1000_590,Fastenal,591.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
594,f1000_593,Flowers Foods,594.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
598,f1000_597,ON Semiconductor,598.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
600,f1000_599,Amkor Technology,600.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
601,f1000_600,Triumph Group,601.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
603,f1000_602,General Cable,603.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
605,f1000_604,Alon USA Energy,605.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
608,f1000_607,Ingles Markets,608.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
609,f1000_608,Roper Technologies,609.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
610,f1000_609,Huntington Bancshares,610.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
611,f1000_610,Xylem,611.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
612,f1000_611,Unified Grocers,612.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
614,f1000_613,Dentsply Sirona,614.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
617,f1000_616,C.R. Bard,617.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
619,f1000_618,HealthSouth,619.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
623,f1000_622,Carlisle,623.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
624,f1000_623,Equinix,624.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
625,f1000_624,LSC Communications,625.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
626,f1000_625,Colfax,626.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
627,f1000_626,Lennox,627.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
628,f1000_627,Iasis Healthcare,628.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
629,f1000_628,Silgan,629.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
631,f1000_630,Moody's,631.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
632,f1000_631,Calumet Specialty Products Partners,632.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
635,f1000_634,Vulcan Materials,635.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
636,f1000_635,Platform Specialty Products,636.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
637,f1000_636,Vantiv,637.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
638,f1000_637,Skechers U.S.A.,638.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
640,f1000_639,Hub Group,640.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
641,f1000_640,HSN,641.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
644,f1000_643,Taylor Morrison Home,644.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
645,f1000_644,Urban Outfitters,645.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
646,f1000_645,Resolute Forest Products,646.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
647,f1000_646,ScanSource,647.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
648,f1000_647,Camping World,648.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
649,f1000_648,Iron Mountain,649.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
651,f1000_650,Pinnacle West Capital,651.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
653,f1000_652,Noble Energy,653.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
655,f1000_654,Cooper-Standard,655.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
656,f1000_655,KKR,656.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
658,f1000_657,Ventas,658.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
664,f1000_663,Scripps Networks Interactive,664.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
665,f1000_664,Darling Ingredients,665.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
667,f1000_666,Tailored Brands,667.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
668,f1000_667,Sabre,668.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
669,f1000_668,Global Payments,669.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
670,f1000_669,Atmos Energy,670.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
673,f1000_672,PolyOne,673.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
675,f1000_674,Abercrombie & Fitch,675.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
676,f1000_675,Greif,676.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
678,f1000_677,American Water Works,678.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
682,f1000_681,Amerco,682.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
683,f1000_682,CUNA Mutual Group,683.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
686,f1000_685,Warner Music Group,686.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
688,f1000_687,American National Insurance,688.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
689,f1000_688,Mercury General,689.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
690,f1000_689,Regal Beloit,690.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
691,f1000_690,Varian Medical Systems,691.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
693,f1000_692,Visteon,693.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
694,f1000_693,Carter's,694.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
696,f1000_695,Regal Entertainment Group,696.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
697,f1000_696,Mednax,697.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
698,f1000_697,TransDigm Group,698.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
700,f1000_699,Puget Energy,700.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
701,f1000_700,Coca-Cola Bottling,701.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
702,f1000_701,Kar Auction Services,702.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
703,f1000_702,Equifax,703.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
705,f1000_704,IAC/InterActiveCorp,705.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
706,f1000_705,Weis Markets,706.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
707,f1000_706,Allegheny Technologies,707.0,fortune1000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
